@relation output

@attribute text string
@attribute @@class@@ {impolite,polite}

@data
'If you know nothing about the structure of the URLs then its impossible to do. How should the algorithm find out whether to group `a/b/c` with `a/d/c` or `a/b/e`?',impolite
'it just goes to update.php?  nothing after ?',impolite
'Do you have perfect knowledge of the meetings before hand ie who will be there and in what order the meetings occur? Or do you have to process meetings as you get them?',impolite
'Why are you holding this as a string? Cant you convert them to a dictionary?',impolite
'Not my question but okay. Would you care to elaborate on this and  tell me what exactly is wrong?',impolite
'What error? Why do you need `@` before `mysqli_query`?',impolite
'Im assuming that you need an exact solution. Thats the case right?',impolite
'Why not keep the numbers in memory? Should be what 100 MBytes?',impolite
'..and how small are you hoping the hash result will be given that the input is only 11 bytes? Or do you mean there are 11 separate values?',impolite
'Exactly how is your bignum stored? Or if you dont know that how are you allowed to access it?',impolite
'The last sentence makes me think that there is a bigger picture. What is it that you are really trying to do?',impolite
'Id suggest you get an iPod Touch to develop on then. Dont tell me you need something iPhone specific for your application like GPS? :)',impolite
'@Henning Makholm- That does not seem obvious.  Can you explain why?',impolite
'@leppie so this is ambigious? Why? Because of the loop?',impolite
'what doesnt work about it? can you provide some example js in your post to demonstrate it not working?',impolite
'This is mighty ambitious. Can you turn this into a question?',impolite
'What do you mean by deleting through Visual Studio? You mean in code?',impolite
'Homework? Project Euler?',impolite
'The question isnt clear enough. What are you trying to achieve?',impolite
'On the better performance part of your questionwhat are you actually doing -- what numpy functions what vec / array sizes what cache size ?',impolite
'Why do you mean by release and delete here? Does delete mean usage of `delete` or erasing from the map?',impolite
'@Peter: How about calling it the necessary? Thats discreet right?',impolite
'Out of interest why?  What do you use this for?',impolite
'that is some data? any hint?',impolite
'Why this particular number anyway? Is that the one related to some recent bug?',impolite
'int.MaxValue does not count as a huge number in the field of primality testing. How big are your numbers?',impolite
'Indeed. Can you compile a simple hello world?',impolite
'Any particular part? Or do you want us to read the documentation to you?',impolite
'I find it strange that you call datetime.now() 3 times but get different results (look in the query - one of the times is 00:00:00 and the other 2 are not). maybe you should assign the results of datetime.now() to some variable and pass that to the filters?',impolite
'@spinning_plate this will work. What do you mean by this?',impolite
'Hmmm Ive [seen this question before](http://stackoverflow.com/questions/5180159/big-o-notation-homework). What was wrong with it over there?',impolite
'A sequence point in C has a precise definition. Does your (pseudo) C-like language define sequence points in the same way?',impolite
'What operating system? What kind of device connection?',impolite
'and what if you make other browsers default i.e. in the asp.net process then ?',impolite
'Is this homework? IF so can you be more specific about what you dont understand?',impolite
'I dont understand how youre getting 2 3 4 6 from that array. There are five elements from the array shouldnt it be 3 3 2 4 6?',impolite
'Why 2 is not the answer? Do you need any number or the largest number or just found not found will do?',impolite
'with a vary of 0 or 1 doesnt really parse into something comprehensible. Rephrase?',impolite
'Whats the platform? Linux?',impolite
'Also I do not think that the constraint if you have a choice you always prefer right to forward and forward to left is well-defined.  What prevents you from turning right 100 times before starting?',impolite
